config_id,model_family,fold,fit_seconds,train_rows,validation_rows,train_late_rate,validation_late_rate,pr_auc,roc_auc,precision,recall,f1,accuracy,positive_rate,threshold,pr_auc_lift
xgboost_03,xgboost,1,1.6545121340022888,40991,10248,0.0668195457539459,0.0625487900078064,0.1052388740392015,0.6419659222092835,0.1075211864406779,0.3166926677067083,0.1605377619612495,0.7928376268540203,0.1842310694769711,0.5,1.6825085509418674
xgboost_03,xgboost,2,1.8374853060013263,51239,10248,0.0659653779347762,0.2073575331772053,0.3738055933056219,0.6926144064421288,0.3431986340352874,0.5675294117647058,0.4277354140805107,0.6851092896174863,0.3428961748633879,0.5,1.80271045656283
xgboost_03,xgboost,3,2.357765153996297,61487,10248,0.089531120399434,0.0754293520686963,0.2498849129828009,0.7697492209020128,0.1038088125466766,0.8990944372574385,0.1861274772362078,0.4069086651053864,0.6532982045277127,0.5,3.312833878716358
xgboost_03,xgboost,4,3.1373813730024267,71735,10247,0.0875165539834111,0.0578705962720796,0.1777617851512598,0.7748554452872071,0.2285714285714285,0.2698145025295109,0.2474864655839133,0.9050453791353568,0.0683126768810383,0.5,3.0717116567368636
