segment,rows,positives,prevalence,pr_auc,pr_auc_lift,roc_auc,brier_score,log_loss
2018-08,6498,685,0.10541705140043091,0.1326164182534353,1.25801676760704,0.6171136679554132,0.14757416304231463,0.4649657403130346
2018-07,6047,248,0.0410120721018687,0.08935764981937569,2.1788133405555032,0.6627028992762934,0.1113241768206082,0.37959418623576247
2018-06,1923,19,0.009880395215808632,0.042800752245800947,4.331886661509222,0.795610349402919,0.04622810133930249,0.21237566456653983
