threshold_rule,threshold,precision,recall,f1
best_oof_f1,0.5649906396865845,0.19545405811086095,0.44119070667957405,0.2708967976818486
maximize_precision_subject_to_recall>=0.50,0.5259515643119812,0.18253267396679618,0.500242013552759,0.2674689440993789
